instance,config,score,dist,time
tsiligirides_problem_1_budget_80,tabu-int,10,4.14,0.00
tsiligirides_problem_1_budget_80,tabu-int,15,6.87,0.10
tsiligirides_problem_1_budget_80,tabu-int,25,11.96,0.13
tsiligirides_problem_1_budget_80,tabu-int,35,14.81,0.16
tsiligirides_problem_1_budget_80,tabu-int,50,20.66,0.19
tsiligirides_problem_1_budget_80,tabu-int,65,24.33,0.23
tsiligirides_problem_1_budget_80,tabu-int,75,29.03,0.26
tsiligirides_problem_1_budget_80,tabu-int,85,30.91,0.29
tsiligirides_problem_1_budget_80,tabu-int,95,33.12,0.33
tsiligirides_problem_1_budget_80,tabu-int,100,34.95,0.37
tsiligirides_problem_1_budget_80,tabu-int,105,36.57,0.40
tsiligirides_problem_1_budget_80,tabu-int,115,39.80,0.44
tsiligirides_problem_1_budget_80,tabu-int,125,43.53,0.48
tsiligirides_problem_1_budget_80,tabu-int,130,46.40,0.52
tsiligirides_problem_1_budget_80,tabu-int,140,52.48,0.56
tsiligirides_problem_1_budget_80,tabu-int,155,56.94,0.61
tsiligirides_problem_1_budget_80,tabu-int,165,57.84,0.65
tsiligirides_problem_1_budget_80,tabu-int,170,59.52,0.69
tsiligirides_problem_1_budget_80,tabu-int,175,60.03,0.74
tsiligirides_problem_1_budget_80,tabu-int,185,63.48,0.79
tsiligirides_problem_1_budget_80,tabu-int,195,65.45,0.83
tsiligirides_problem_1_budget_80,tabu-int,205,68.93,0.88
tsiligirides_problem_1_budget_80,tabu-int,215,72.39,0.93
tsiligirides_problem_1_budget_80,tabu-int,230,76.31,0.98
tsiligirides_problem_1_budget_80,tabu-int,235,79.77,1.03
tsiligirides_problem_1_budget_80,tabu-int,240,78.35,1.19
tsiligirides_problem_1_budget_80,tabu-int,245,79.93,1.25
tsiligirides_problem_1_budget_80,tabu-int,255,79.77,1.35
tsiligirides_problem_1_budget_80,tabu-int,260,79.76,1.45
tsiligirides_problem_1_budget_80,tabu-int,265,79.07,1.62
tsiligirides_problem_1_budget_80,tabu-int,270,79.10,1.78
tsiligirides_problem_1_budget_80,tabu-int,275,79.87,1.84
tsiligirides_problem_1_budget_80,tabu-int,280,79.32,2.08
