[constructive_heuristic] best sol improved: score=45, dist=23.604575898006413, Solution(n=150, next=[30, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, 149, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None])
[constructive_heuristic] best sol improved: score=1185, dist=132.02461806913894, Solution(n=150, next=[27, 8, None, None, 1, None, None, None, 69, 34, None, None, None, None, 137, 70, 107, None, None, None, None, None, None, None, None, None, None, 62, None, 77, 60, None, None, None, 4, None, None, None, None, None, None, 140, 87, None, None, None, None, None, None, None, 81, None, None, 29, None, None, None, None, None, None, 74, 15, 30, None, None, None, None, None, None, 41, 101, 85, None, None, 120, None, None, 130, None, None, None, 42, None, None, None, 128, 117, 14, None, None, None, None, None, None, None, None, 138, None, None, None, None, 71, 149, None, None, None, None, 96, None, None, None, None, None, None, None, None, None, 102, None, None, 16, None, None, None, None, None, None, None, 53, None, 86, None, None, None, None, None, None, 9, 50, None, 61, None, None, None, None, None, None, None, None, None])
[constructive_heuristic] best sol improved: score=1190, dist=132.03161215466417, Solution(n=150, next=[27, 8, None, None, 1, None, None, None, 69, 40, None, None, None, None, 137, 70, 107, None, None, None, None, None, None, None, None, None, None, 62, None, 77, 60, None, None, None, 4, None, None, None, None, None, 34, 140, 87, None, None, None, None, None, None, None, 81, None, None, 29, None, None, None, None, None, None, 74, 15, 30, None, None, None, None, None, None, 41, 101, 85, None, None, 120, None, None, 130, None, None, None, 42, None, None, None, 128, 117, 14, None, None, None, None, None, None, None, None, 138, None, None, None, None, 71, 149, None, None, None, None, 96, None, None, None, None, None, None, None, None, None, 102, None, None, 16, None, None, None, None, None, None, None, 53, None, 86, None, None, None, None, None, None, 9, 50, None, 61, None, None, None, None, None, None, None, None, None])
[constructive_heuristic] best sol improved: score=1240, dist=138.76211838350346, Solution(n=150, next=[27, 8, None, None, 1, None, None, None, 69, 46, None, None, None, None, 137, 70, 107, None, None, None, None, None, None, None, None, None, None, 62, None, 77, 60, None, None, None, 4, None, None, None, None, None, 34, 140, 87, None, None, None, 40, None, None, None, 81, None, None, 29, None, None, None, None, None, None, 74, 15, 30, None, None, None, None, None, None, 41, 101, 85, None, None, 120, None, None, 130, None, None, None, 42, None, None, None, 128, 117, 14, None, None, None, None, None, None, None, None, 138, None, None, None, None, 71, 149, None, None, None, None, 96, None, None, None, None, None, None, None, None, None, 102, None, None, 16, None, None, None, None, None, None, None, 53, None, 86, None, None, None, None, None, None, 9, 50, None, 61, None, None, None, None, None, None, None, None, None])
[constructive_heuristic] best sol improved: score=1245, dist=139.87030232058854, Solution(n=150, next=[27, 8, None, None, 1, None, None, None, 69, 46, None, None, None, None, 137, 70, 107, None, None, None, None, None, None, None, None, None, None, 62, None, 77, 39, None, None, None, 4, None, None, None, None, 60, 34, 140, 87, None, None, None, 40, None, None, None, 81, None, None, 29, None, None, None, None, None, None, 74, 15, 30, None, None, None, None, None, None, 41, 101, 85, None, None, 120, None, None, 130, None, None, None, 42, None, None, None, 128, 117, 14, None, None, None, None, None, None, None, None, 138, None, None, None, None, 71, 149, None, None, None, None, 96, None, None, None, None, None, None, None, None, None, 102, None, None, 16, None, None, None, None, None, None, None, 53, None, 86, None, None, None, None, None, None, 9, 50, None, 61, None, None, None, None, None, None, None, None, None])
[constructive_heuristic] finished construction phase, Solution(n=150, next=[27, 8, None, None, 1, None, None, None, 69, 46, None, None, None, None, 137, 70, 107, None, None, None, None, None, None, None, None, None, None, 62, None, 77, 39, None, None, None, 4, None, None, None, None, 60, 34, 140, 87, None, None, None, 40, None, None, None, 81, None, None, 29, None, None, None, None, None, None, 74, 15, 30, None, None, None, None, None, None, 41, 101, 85, None, None, 120, None, None, 130, None, None, None, 42, None, None, None, 128, 117, 14, None, None, None, None, None, None, None, None, 138, None, None, None, None, 71, 149, None, None, None, None, 96, None, None, None, None, None, None, None, None, None, 102, None, None, 16, None, None, None, None, None, None, None, 53, None, 86, None, None, None, None, None, None, 9, 50, None, 61, None, None, None, None, None, None, None, None, None])
[local_search] best sol improved: score=1245, dist=138.3609266288905, Solution(n=150, next=[27, 8, None, None, 1, None, None, None, 69, 46, None, None, None, None, 137, 70, 107, None, None, None, None, None, None, None, None, None, None, 62, None, 77, 39, None, None, None, 4, None, None, None, None, 60, 34, 140, 87, None, None, None, 40, None, None, None, 42, None, None, 29, None, None, None, None, None, None, 74, 15, 30, None, None, None, None, None, None, 41, 101, 85, None, None, 120, None, None, 130, None, None, None, 50, None, None, None, 128, 117, 14, None, None, None, None, None, None, None, None, 138, None, None, None, None, 71, 149, None, None, None, None, 96, None, None, None, None, None, None, None, None, None, 102, None, None, 16, None, None, None, None, None, None, None, 53, None, 86, None, None, None, None, None, None, 9, 81, None, 61, None, None, None, None, None, None, None, None, None])
[local_search] best sol improved: score=1245, dist=137.7013453408626, Solution(n=150, next=[27, 8, None, None, 1, None, None, None, 69, 46, None, None, None, None, 137, 70, 107, None, None, None, None, None, None, None, None, None, None, 62, None, 77, 39, None, None, None, 40, None, None, None, None, 60, 4, 140, 87, None, None, None, 34, None, None, None, 42, None, None, 29, None, None, None, None, None, None, 74, 15, 30, None, None, None, None, None, None, 41, 101, 85, None, None, 120, None, None, 130, None, None, None, 50, None, None, None, 128, 117, 14, None, None, None, None, None, None, None, None, 138, None, None, None, None, 71, 149, None, None, None, None, 96, None, None, None, None, None, None, None, None, None, 102, None, None, 16, None, None, None, None, None, None, None, 53, None, 86, None, None, None, None, None, None, 9, 81, None, 61, None, None, None, None, None, None, None, None, None])
[local_search] best sol improved: score=1250, dist=139.60388258518094, Solution(n=150, next=[141, 8, None, None, 1, None, None, None, 69, 46, None, None, None, None, 137, 70, 107, None, None, None, None, None, None, None, None, None, None, None, None, 77, 39, None, None, None, 40, None, None, None, None, 60, 4, 140, 87, None, None, None, 34, None, None, None, 42, None, None, 29, None, None, None, None, None, None, 74, 15, 30, None, None, None, None, None, None, 41, 101, 85, None, None, 120, None, None, 130, None, None, None, 50, None, None, None, 128, 117, 14, None, None, None, None, None, None, None, None, 138, None, None, None, None, 71, 149, None, None, None, None, 96, None, None, None, None, None, None, None, None, None, 102, None, None, 16, None, None, None, None, None, None, None, 53, None, 86, None, None, None, None, None, None, 9, 81, None, 61, 62, None, None, None, None, None, None, None, None])
[local_search] best sol improved: score=1250, dist=138.6084442748467, Solution(n=150, next=[141, 8, None, None, 1, None, None, None, 69, 46, None, None, None, None, 137, 70, 107, None, None, None, None, None, None, None, None, None, None, None, None, 77, 39, None, None, None, 40, None, None, None, None, 60, 4, 140, 87, None, None, None, 34, None, None, None, 42, None, None, 29, None, None, None, None, None, None, 74, 15, 30, None, None, None, None, None, None, 41, 71, 101, None, None, 120, None, None, 130, None, None, None, 50, None, None, None, 128, 117, 14, None, None, None, None, None, None, None, None, 138, None, None, None, None, 85, 149, None, None, None, None, 96, None, None, None, None, None, None, None, None, None, 102, None, None, 16, None, None, None, None, None, None, None, 53, None, 86, None, None, None, None, None, None, 9, 81, None, 61, 62, None, None, None, None, None, None, None, None])
[local_search] best sol improved: score=1265, dist=139.43531561098868, Solution(n=150, next=[114, 8, None, None, 1, None, None, None, 69, 46, None, None, None, None, 137, 70, 107, None, None, None, None, None, None, None, None, None, None, None, None, 77, 39, None, None, None, 40, None, None, None, None, 60, 4, 140, 87, None, None, None, 34, None, None, None, 42, None, None, 29, None, None, None, None, None, None, 74, 15, 30, None, None, None, None, None, None, 41, 71, 101, None, None, 120, None, None, 130, None, None, None, 50, None, None, None, 128, 117, 14, None, None, None, None, None, None, None, None, 138, None, None, None, None, 85, 149, None, None, None, None, 96, None, None, None, None, None, None, 141, None, None, 102, None, None, 16, None, None, None, None, None, None, None, 53, None, 86, None, None, None, None, None, None, 9, 81, None, 61, 62, None, None, None, None, None, None, None, None])
[local_search] best sol improved: score=1275, dist=139.14584670420356, Solution(n=150, next=[141, 8, None, None, 1, None, None, None, 69, 137, None, None, None, 91, 9, None, 107, None, None, None, None, None, None, None, None, None, None, None, 144, 77, 39, 62, None, None, None, None, None, None, None, 60, None, 140, None, None, None, None, None, None, None, None, 87, None, None, 29, None, None, None, None, None, None, 74, 71, 30, None, None, None, None, None, None, 41, None, 101, None, None, 120, None, None, 130, None, 28, None, 50, None, None, None, 128, 117, 14, None, None, None, 139, None, None, None, None, 138, None, None, None, None, 85, 13, None, None, None, None, 96, None, None, None, None, None, None, 31, None, None, 102, None, None, 16, None, None, None, None, None, None, None, 53, None, 86, None, None, None, None, None, None, 4, 81, 79, 61, 114, None, None, 149, None, None, None, None, None])
[local_search] best sol improved: score=1280, dist=139.99232182075013, Solution(n=150, next=[141, 8, None, None, 1, None, None, None, 69, 137, None, None, None, None, 9, None, 107, None, None, None, None, None, None, None, None, None, None, None, 144, 77, 39, 62, None, None, None, None, None, None, None, 60, None, 140, None, None, None, None, None, None, None, None, 87, None, None, 29, None, None, None, None, None, None, 74, 71, 30, None, None, None, None, None, None, 41, None, 101, None, None, 120, None, None, 130, None, 28, None, 50, None, None, None, 128, 117, 14, None, 91, None, 139, None, None, None, None, 138, None, None, None, None, 85, 89, None, None, None, None, 96, None, None, None, None, None, None, 31, None, None, 102, None, None, 16, None, None, None, None, None, None, None, 53, None, 86, None, None, None, None, None, None, 4, 81, 79, 61, 114, None, None, 149, None, None, None, None, None])
[local_search] best sol improved: score=1280, dist=139.83946135679486, Solution(n=150, next=[141, 8, None, None, 1, None, None, None, 69, 4, None, None, None, None, 137, None, 107, None, None, None, None, None, None, None, None, None, None, None, 144, 77, 39, 62, None, None, None, None, None, None, None, 60, None, 140, None, None, None, None, None, None, None, None, 87, None, None, 29, None, None, None, None, None, None, 74, 71, 30, None, None, None, None, None, None, 41, None, 101, None, None, 120, None, None, 130, None, 28, None, 50, None, None, None, 128, 117, 14, None, 91, None, 139, None, None, None, None, 138, None, None, None, None, 85, 89, None, None, None, None, 96, None, None, None, None, None, None, 31, None, None, 102, None, None, 16, None, None, None, None, None, None, None, 53, None, 86, None, None, None, None, None, None, 9, 81, 79, 61, 114, None, None, 149, None, None, None, None, None])
[local_search] best sol improved: score=1280, dist=139.71598844193323, Solution(n=150, next=[141, 8, None, None, 1, None, None, None, 69, 4, None, None, None, None, 137, None, 107, None, None, None, None, None, None, None, None, None, None, None, 144, 77, 39, 62, None, None, None, None, None, None, None, 60, None, 140, None, None, None, None, None, None, None, None, 87, None, None, 29, None, None, None, None, None, None, 74, 101, 30, None, None, None, None, None, None, 41, None, 85, None, None, 120, None, None, 130, None, 28, None, 50, None, None, None, 128, 117, 14, None, 91, None, 139, None, None, None, None, 138, None, None, None, None, 71, 89, None, None, None, None, 96, None, None, None, None, None, None, 31, None, None, 102, None, None, 16, None, None, None, None, None, None, None, 53, None, 86, None, None, None, None, None, None, 9, 81, 79, 61, 114, None, None, 149, None, None, None, None, None])
[local_search] best sol improved: score=1280, dist=139.35789378287006, Solution(n=150, next=[141, 8, None, None, 1, None, None, None, 69, 4, None, None, None, None, 137, None, 107, None, None, None, None, None, None, None, None, None, None, None, 89, 77, 39, 62, None, None, None, None, None, None, None, 60, None, 140, None, None, None, None, None, None, None, None, 87, None, None, 29, None, None, None, None, None, None, 74, 101, 30, None, None, None, None, None, None, 41, None, 85, None, None, 120, None, None, 130, None, 28, None, 50, None, None, None, 128, 117, 14, None, 144, None, 139, None, None, None, None, 138, None, None, None, None, 71, 91, None, None, None, None, 96, None, None, None, None, None, None, 31, None, None, 102, None, None, 16, None, None, None, None, None, None, None, 53, None, 86, None, None, None, None, None, None, 9, 81, 79, 61, 114, None, None, 149, None, None, None, None, None])
[local_search] best sol improved: score=1285, dist=138.92219937514298, Solution(n=150, next=[114, 8, None, None, 1, None, None, None, 69, 4, None, None, None, 44, 137, None, 107, None, None, None, None, None, 78, None, None, None, None, None, None, None, 39, None, None, None, None, None, None, None, None, 60, None, 140, None, None, 73, None, None, None, None, None, 87, None, None, None, None, None, None, None, None, None, 74, 101, 30, None, None, None, None, None, None, 41, None, 85, None, 106, 120, None, None, None, 133, 89, None, 50, None, None, None, 128, 130, 14, None, 149, None, None, None, None, None, None, 81, None, None, None, None, 71, 13, None, None, None, 22, 96, 139, None, None, None, None, None, 141, None, None, 86, None, None, 16, None, None, None, None, None, None, None, 117, None, 102, None, None, 108, None, None, None, 9, None, 79, 61, 62, None, None, None, None, None, None, None, None])
[local_search] best sol improved: score=1305, dist=139.91814345228968, Solution(n=150, next=[114, 8, None, None, 1, None, None, None, 69, 4, None, None, None, None, 137, None, 107, None, None, None, None, None, 78, None, None, None, None, None, None, None, 39, None, None, None, None, None, None, None, None, 60, None, 140, None, None, 73, None, None, None, None, None, 87, None, None, None, None, None, None, None, None, None, 74, 101, 30, None, None, None, None, None, None, 41, None, 85, None, 106, 120, None, None, None, 133, 89, None, 50, None, None, None, 128, 130, 14, None, 149, None, 44, None, None, None, None, 81, None, None, None, None, 71, 91, None, None, None, 22, 96, 139, None, None, None, None, None, 141, None, None, 86, None, None, 16, None, None, None, None, None, None, None, 117, None, 102, None, None, 108, None, None, None, 9, None, 79, 61, 62, None, None, None, None, None, None, None, None])
[local_search] best sol improved: score=1305, dist=137.0498499507012, Solution(n=150, next=[114, 8, None, None, 1, None, None, None, 69, 4, None, None, None, None, 137, None, 107, None, None, None, None, None, 78, None, None, None, None, None, None, None, 39, None, None, None, None, None, None, None, None, 60, None, 140, None, None, 73, None, None, None, None, None, 87, None, None, None, None, None, None, None, None, None, 74, 101, 30, None, None, None, None, None, None, 41, None, 85, None, 106, 120, None, None, None, 133, 89, None, 50, None, None, None, 128, 130, 14, None, 149, None, 139, None, None, None, None, 81, None, None, None, None, 71, 44, None, None, None, 22, 96, 91, None, None, None, None, None, 141, None, None, 86, None, None, 16, None, None, None, None, None, None, None, 117, None, 102, None, None, 108, None, None, None, 9, None, 79, 61, 62, None, None, None, None, None, None, None, None])
[local_search] best sol improved: score=1315, dist=138.915684267595, Solution(n=150, next=[114, 8, None, None, 1, None, None, None, 69, 4, None, None, None, 91, 137, None, 107, None, None, None, None, None, 78, None, None, None, None, None, None, None, 39, None, None, None, None, None, None, None, None, 60, None, 140, None, None, 73, None, None, None, None, None, 87, None, None, None, None, None, None, None, None, None, 74, 101, 30, None, None, None, None, None, None, 41, None, 85, None, 106, 120, None, None, None, 133, 89, None, 50, None, None, None, 128, 130, 14, None, 149, None, 139, None, None, None, None, 81, None, None, None, None, 71, 44, None, None, None, 22, 96, 13, None, None, None, None, None, 141, None, None, 86, None, None, 16, None, None, None, None, None, None, None, 117, None, 102, None, None, 108, None, None, None, 9, None, 79, 61, 62, None, None, None, None, None, None, None, None])
[local_search] best sol improved: score=1320, dist=139.59550569104024, Solution(n=150, next=[114, 8, None, None, 1, None, None, None, 69, 4, None, None, None, 91, 137, None, 107, None, None, None, 44, None, 78, None, None, None, None, None, None, None, 39, None, None, None, None, None, None, None, None, 60, None, 140, None, None, 73, None, None, None, None, None, 87, None, None, None, None, None, None, None, None, None, 74, 101, 30, None, None, None, None, None, None, 41, None, None, None, 106, 120, None, None, None, 133, 89, None, 50, None, None, None, 128, 130, 14, None, 149, None, 139, None, None, None, None, 81, None, None, None, None, 85, 20, None, None, None, 22, 96, 13, None, None, None, None, None, 141, None, None, 86, None, None, 16, None, None, None, None, None, None, None, 117, None, 102, None, None, 108, None, None, None, 9, None, 79, 61, 62, None, None, None, None, None, None, None, None])
[local_search] best sol improved: score=1340, dist=139.6226467857629, Solution(n=150, next=[114, 8, None, None, 1, None, None, 20, 69, 4, None, None, None, 139, 137, None, 107, None, None, None, 44, None, 78, None, None, None, None, None, None, None, 39, None, None, None, None, None, None, None, None, 60, None, 140, 87, None, 73, None, None, None, None, None, 42, None, None, None, None, None, None, None, None, None, 74, 128, 30, None, None, None, None, None, None, 41, None, None, None, 106, 120, None, None, None, 133, 89, None, 50, None, None, None, None, 130, 14, None, 149, None, 13, None, None, None, None, 81, None, None, None, None, None, 7, None, None, None, 22, 96, 91, None, None, None, None, None, 141, None, None, 86, None, None, 16, None, None, None, None, None, None, None, 117, None, 102, None, None, 108, None, None, None, 9, None, 79, 61, 62, None, None, None, None, None, None, None, None])
[local_search] best sol improved: score=1340, dist=138.4496465064746, Solution(n=150, next=[114, 8, None, None, 1, None, None, 20, 69, 4, None, None, None, 91, 137, None, 107, None, None, None, 44, None, 78, None, None, None, None, None, None, None, 39, None, None, None, None, None, None, None, None, 60, None, 140, 87, None, 73, None, None, None, None, None, 42, None, None, None, None, None, None, None, None, None, 74, 128, 30, None, None, None, None, None, None, 41, None, None, None, 106, 120, None, None, None, 133, 89, None, 50, None, None, None, None, 130, 14, None, 149, None, 139, None, None, None, None, 81, None, None, None, None, None, 7, None, None, None, 22, 96, 13, None, None, None, None, None, 141, None, None, 86, None, None, 16, None, None, None, None, None, None, None, 117, None, 102, None, None, 108, None, None, None, 9, None, 79, 61, 62, None, None, None, None, None, None, None, None])
[local_search] best sol improved: score=1380, dist=139.50379789181574, Solution(n=150, next=[114, 8, None, None, 1, None, None, 132, 69, 4, None, None, None, 91, 137, None, 107, None, None, None, 44, None, 78, None, None, None, None, None, None, None, 39, None, None, None, None, None, None, None, None, 60, None, 140, 87, None, 73, None, None, None, None, None, 42, None, None, None, None, None, None, None, None, None, 74, 128, 30, None, None, None, None, None, None, 41, None, None, None, 106, 120, None, None, None, 133, 89, None, 50, None, None, None, None, 130, 14, None, 149, None, 139, None, None, None, None, 81, None, None, None, None, None, 7, None, None, None, 22, 96, 13, None, None, None, None, None, 141, None, None, 86, None, None, 16, None, None, None, None, None, None, None, 117, None, 102, None, 20, 108, None, None, None, 9, None, 79, 61, 62, None, None, None, None, None, None, None, None])
[local_search] best sol improved: score=1390, dist=139.33561837172803, Solution(n=150, next=[114, 8, None, None, 1, None, None, 20, 69, 4, None, None, None, 91, 137, None, 107, None, None, None, 132, None, 78, None, None, None, None, None, 89, None, 39, 62, None, None, None, None, None, None, None, 60, None, 140, None, None, 73, None, None, None, None, None, 87, None, None, None, None, None, None, None, None, None, 74, 128, 30, None, None, None, None, None, None, 41, None, None, None, 106, 120, None, None, None, 133, 28, None, 50, None, None, None, None, 130, 14, None, 149, None, 139, None, None, None, None, 138, None, None, None, None, None, 7, None, None, None, 22, 96, 13, None, None, None, None, None, 141, None, None, 86, None, None, 16, None, None, None, None, None, None, None, 117, None, 102, None, 44, 108, None, None, None, 9, 81, 79, 61, 31, None, None, None, None, None, None, None, None])
[local_search] best sol improved: score=1395, dist=139.32680753039054, Solution(n=150, next=[114, 8, None, None, 1, None, None, 20, 69, 4, None, None, None, 91, 137, None, 107, None, None, None, 132, None, 78, None, None, None, None, None, 144, None, 39, 62, None, None, None, None, None, None, None, 60, None, 140, None, None, 73, None, None, None, None, None, 87, None, None, None, None, None, None, None, None, None, 74, 128, 30, None, None, None, None, None, None, 41, None, None, None, 106, 120, None, None, None, 133, 28, None, 50, None, None, None, None, 130, 14, None, None, None, 139, None, None, None, None, 138, None, None, None, None, None, 7, None, None, None, 22, 96, 13, None, None, None, None, None, 141, None, None, 86, None, None, 16, None, None, None, None, None, None, None, 117, None, 102, None, 44, 108, None, None, None, 9, 81, 79, 61, 31, None, None, 149, None, None, None, None, None])
[local_search] best sol improved: score=1395, dist=139.28464265306923, Solution(n=150, next=[141, 8, None, None, 1, None, None, 20, 69, 4, None, None, None, 91, 137, None, 107, None, None, None, 132, None, 78, None, None, None, None, None, 144, None, 39, 62, None, None, None, None, None, None, None, 60, None, 140, None, None, 73, None, None, None, None, None, 87, None, None, None, None, None, None, None, None, None, 74, 128, 30, None, None, None, None, None, None, 41, None, None, None, 106, 120, None, None, None, 133, 28, None, 50, None, None, None, None, 130, 14, None, None, None, 139, None, None, None, None, 138, None, None, None, None, None, 7, None, None, None, 22, 96, 13, None, None, None, None, None, 31, None, None, 86, None, None, 16, None, None, None, None, None, None, None, 117, None, 102, None, 44, 108, None, None, None, 9, 81, 79, 61, 114, None, None, 149, None, None, None, None, None])
[local_search] best sol improved: score=1395, dist=138.60436706088518, Solution(n=150, next=[141, 8, None, None, 1, None, None, 132, 69, 4, None, None, None, 91, 137, None, 107, None, None, None, 44, None, 78, None, None, None, None, None, 144, None, 39, 62, None, None, None, None, None, None, None, 60, None, 140, None, None, 73, None, None, None, None, None, 87, None, None, None, None, None, None, None, None, None, 74, 128, 30, None, None, None, None, None, None, 41, None, None, None, 106, 120, None, None, None, 133, 28, None, 50, None, None, None, None, 130, 14, None, None, None, 139, None, None, None, None, 138, None, None, None, None, None, 7, None, None, None, 22, 96, 13, None, None, None, None, None, 31, None, None, 86, None, None, 16, None, None, None, None, None, None, None, 117, None, 102, None, 20, 108, None, None, None, 9, 81, 79, 61, 114, None, None, 149, None, None, None, None, None])
[local_search] best sol improved: score=1405, dist=139.13038457458595, Solution(n=150, next=[141, 8, None, None, 1, None, None, 132, 69, 4, None, None, None, 91, 137, None, 107, None, None, None, 82, None, 78, None, None, None, None, None, 144, None, 39, 62, None, None, None, None, None, None, None, 60, None, 140, None, None, 73, None, None, None, None, None, 87, None, 44, None, None, None, None, None, None, None, 74, 128, 30, None, None, None, None, None, None, 41, None, None, None, 22, 120, None, None, None, 133, 28, None, 50, 52, None, None, None, 130, 14, None, None, None, 139, None, None, None, None, 138, None, None, None, None, None, 7, None, None, None, None, 96, 13, None, None, None, None, None, 31, None, None, 86, None, None, 16, None, None, None, None, None, None, None, 117, None, 102, None, 20, 108, None, None, None, 9, 81, 79, 61, 114, None, None, 149, None, None, None, None, None])
[local_search] best sol improved: score=1415, dist=139.54239496620875, Solution(n=150, next=[141, 8, None, None, 1, None, None, 132, 69, None, None, None, None, 91, 4, None, 107, None, None, None, 82, None, 78, None, None, None, None, None, 144, 77, 39, 62, None, None, None, None, None, None, None, 60, None, 140, None, None, 73, None, None, None, None, None, 87, None, 44, None, None, None, None, None, None, None, 74, 128, 30, None, None, None, None, None, None, 41, None, None, None, 22, 120, None, None, 130, 133, 28, None, 50, 52, None, None, None, 29, 14, None, None, None, 139, None, None, None, None, 138, None, None, None, None, None, 7, None, None, None, None, 96, 13, None, None, None, None, None, 31, None, None, 86, None, None, 16, None, None, None, None, None, None, None, 117, None, 102, None, 20, 108, None, None, None, None, 81, 79, 61, 114, None, None, 149, None, None, None, None, None])
[local_search] best sol improved: score=1420, dist=139.7061785385116, Solution(n=150, next=[141, 8, None, None, 1, None, None, 132, 69, None, None, None, None, 91, 4, None, 107, None, None, None, 82, None, 78, None, None, None, None, None, 144, 117, 39, 62, None, None, None, None, None, None, None, 60, None, 140, None, None, 73, None, None, None, None, None, 87, None, 44, 29, None, None, None, None, None, None, 74, None, 30, None, None, None, None, None, None, 41, None, None, None, 106, 120, None, None, 130, 133, 28, None, 50, 52, None, None, None, 77, 14, None, None, None, 139, None, None, None, None, 138, None, None, None, None, None, 7, None, None, None, 22, 96, 13, None, None, None, None, None, 31, None, None, 86, None, None, 16, None, None, None, None, None, None, None, None, None, 102, None, 20, 108, None, None, None, None, 81, 79, 53, 114, None, None, 149, None, None, None, None, None])
[local_search] best sol improved: score=1420, dist=139.6654410643469, Solution(n=150, next=[141, 8, None, None, 1, None, None, 132, 69, None, None, None, None, 91, 4, None, 107, None, None, None, 82, None, 78, None, None, None, None, None, 144, 77, 39, 62, None, None, None, None, None, None, None, 60, None, 140, None, None, 73, None, None, None, None, None, 87, None, 44, 29, None, None, None, None, None, None, 74, None, 30, None, None, None, None, None, None, 41, None, None, None, 106, 120, None, None, 130, 133, 28, None, 50, 52, None, None, None, 117, 14, None, None, None, 139, None, None, None, None, 138, None, None, None, None, None, 7, None, None, None, 22, 96, 13, None, None, None, None, None, 31, None, None, 102, None, None, 16, None, None, None, None, None, None, None, None, None, 86, None, 20, 108, None, None, None, None, 81, 79, 53, 114, None, None, 149, None, None, None, None, None])
[local_search] best sol improved: score=1425, dist=139.27273234072794, Solution(n=150, next=[62, 8, None, None, 1, None, None, 20, 69, None, None, None, None, None, 4, None, 107, None, None, None, 132, None, 78, None, None, None, 136, None, None, 86, 39, None, None, None, None, None, None, None, None, 60, None, 140, None, None, 73, None, None, 57, None, None, 87, None, 44, 29, None, None, None, 82, None, None, 74, None, 30, None, None, None, None, None, None, 41, None, None, None, 106, 120, None, None, 130, 133, None, None, 50, 52, None, None, None, 77, 14, None, 144, None, 139, None, None, None, None, 81, None, None, None, 26, None, 7, None, None, None, 22, 96, 91, None, None, None, None, None, None, None, None, None, None, None, 16, None, None, None, None, None, None, None, None, None, 102, None, 100, 108, None, None, 47, None, None, 89, 53, None, None, None, 149, None, None, None, None, None])
[local_search] best sol improved: score=1430, dist=139.7590089034154, Solution(n=150, next=[27, 8, None, None, 1, None, None, 20, 69, None, None, None, None, None, 4, None, 107, None, None, None, 132, None, 78, None, None, None, 136, 62, None, 86, 39, None, None, None, None, None, None, None, None, 60, None, 140, None, None, 73, None, None, 57, None, None, 87, None, 44, 29, None, None, None, 82, None, None, 74, None, 30, None, None, None, None, None, None, 41, None, None, None, 106, 120, None, None, 130, 133, None, None, 50, 52, None, None, None, 77, 14, None, 144, None, 139, None, None, None, None, 81, None, None, None, 26, None, 7, None, None, None, 22, 96, 91, None, None, None, None, None, None, None, None, None, None, None, 16, None, None, None, None, None, None, None, None, None, 102, None, 100, 108, None, None, 47, None, None, 89, 53, None, None, None, 149, None, None, None, None, None])
[local_search] best sol improved: score=1430, dist=139.45822441380622, Solution(n=150, next=[27, 8, None, None, 1, None, None, 20, 69, None, None, None, None, None, 4, None, 107, None, None, None, 132, None, 78, None, None, None, 136, 62, None, 86, 39, None, None, None, None, None, None, None, None, 60, None, 140, None, None, 73, None, None, 57, None, None, 87, None, 82, 29, None, None, None, 52, None, None, 74, None, 30, None, None, None, None, None, None, 41, None, None, None, 106, 120, None, None, 130, 133, None, None, 50, 44, None, None, None, 77, 14, None, 144, None, 139, None, None, None, None, 81, None, None, None, 26, None, 7, None, None, None, 22, 96, 91, None, None, None, None, None, None, None, None, None, None, None, 16, None, None, None, None, None, None, None, None, None, 102, None, 100, 108, None, None, 47, None, None, 89, 53, None, None, None, 149, None, None, None, None, None])
[local_search] best sol improved: score=1445, dist=139.58805177422212, Solution(n=150, next=[27, 8, None, None, 1, None, None, 20, 69, None, None, None, None, None, 4, None, 107, None, None, None, 132, None, 78, None, None, None, 136, 62, None, 86, 39, None, None, None, None, None, None, None, None, 60, None, 140, None, None, 73, None, None, 57, None, None, 87, None, 82, 29, None, None, None, 52, None, None, 74, None, 30, None, None, None, None, None, None, 41, None, None, None, 106, 120, None, None, 130, 133, 89, None, 50, 44, None, None, None, 77, 14, None, 149, None, 139, None, None, None, None, 81, None, None, None, 26, None, 7, None, None, None, 22, 96, 91, None, None, None, None, None, None, None, None, None, None, None, 16, None, None, None, None, None, None, None, None, None, 102, None, 100, 108, None, None, 47, None, None, 79, 53, None, None, None, None, None, None, None, None, None])
